event_id,player_id,controller_id,controller_serial,event_date,primary_issue,issue_confidence,right_stick_drift_score,left_stick_drift_score,disconnect_frequency_score,battery_health_percent,session_hours_l30d,firmware_version,platform_version
TEL-000169,PLAYER150,CTRL-0169,ZCT1W-P3630678,2024-05-27,BATTERY_DEGRADATION,MEDIUM,0.26,0.07,0.06,52,34.5,3.02,1.06
TEL-000170,PLAYER151,CTRL-0170,ZCT2E-E4554492,2024-05-28,NONE,LOW,0.11,0.05,0.07,66,89.9,3.02,1.06
TEL-000171,PLAYER151,CTRL-0171,ZCT2E-F2295356,2024-04-19,NONE,LOW,0.15,0.00,0.07,84,73.8,3.02,1.06
TEL-000172,PLAYER152,CTRL-0172,ZCT2E-W7796448,2024-04-09,DISCONNECT_FIRMWARE,MEDIUM,0.31,0.24,0.71,70,98.2,3.01,1.06
TEL-000173,PLAYER153,CTRL-0173,ZCT2E-W8117262,2024-05-08,BATTERY_DEGRADATION,MEDIUM,0.29,0.22,0.09,78,46.0,3.02,1.06
TEL-000174,PLAYER154,CTRL-0174,ZCT1W-M6628280,2024-05-03,RIGHT_STICK_DRIFT,HIGH,0.87,0.73,0.11,87,49.1,3.02,1.06
TEL-000175,PLAYER155,CTRL-0175,ZCT1W-C4555258,2024-04-22,NONE,LOW,0.14,0.00,0.13,66,77.8,3.02,1.06
TEL-000176,PLAYER156,CTRL-0176,ZCT1W-W1543024,2024-06-02,DISCONNECT_FIRMWARE,MEDIUM,0.06,0.00,0.84,90,63.2,3.00,1.06
TEL-000177,PLAYER157,CTRL-0177,ZCT1W-U9116934,2024-05-15,RIGHT_STICK_DRIFT,HIGH,0.83,0.63,0.07,83,23.4,3.02,1.06
TEL-000178,PLAYER158,CTRL-0178,ZCT2E-A6983579,2024-05-18,NONE,LOW,0.08,0.00,0.09,86,111.7,3.02,1.06
TEL-000179,PLAYER159,CTRL-0179,ZCT1W-L7553873,2024-05-06,RIGHT_STICK_DRIFT,MEDIUM,0.78,0.64,0.05,69,69.4,3.02,1.06
TEL-000180,PLAYER160,CTRL-0180,ZCT1W-L7833134,2024-05-27,NONE,LOW,0.10,0.01,0.06,92,102.7,3.02,1.06
TEL-000181,PLAYER161,CTRL-0181,ZCT1W-A7410771,2024-05-20,RIGHT_STICK_MODULE,MEDIUM,0.57,0.39,0.13,84,84.8,3.02,1.06
TEL-000182,PLAYER162,CTRL-0182,ZCT1W-K3704873,2024-04-27,RIGHT_STICK_MODULE,MEDIUM,0.49,0.43,0.17,87,50.5,3.02,1.06
TEL-000183,PLAYER163,CTRL-0183,ZCT2E-C2565160,2024-05-08,NONE,LOW,0.21,0.04,0.07,91,42.7,3.02,1.06
TEL-000184,PLAYER164,CTRL-0184,ZCT1W-X3363282,2024-06-01,RIGHT_STICK_DRIFT,HIGH,0.61,0.43,0.03,70,55.2,3.02,1.06
TEL-000185,PLAYER165,CTRL-0185,ZCT2E-Q3201130,2024-05-29,RIGHT_STICK_DRIFT,MEDIUM,0.61,0.50,0.06,76,16.0,3.02,1.06
TEL-000186,PLAYER166,CTRL-0186,ZCT2E-B7503423,2024-05-03,NONE,LOW,0.16,0.07,0.02,88,114.5,3.02,1.06
TEL-000187,PLAYER167,CTRL-0187,ZCT1W-U9347047,2024-06-01,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.14,0.49,81,72.1,3.00,1.06
TEL-000188,PLAYER168,CTRL-0188,ZCT2E-T2462431,2024-05-25,NONE,LOW,0.05,0.00,0.05,73,44.6,3.02,1.06
TEL-000189,PLAYER169,CTRL-0189,ZCT1W-K3709058,2024-06-03,NONE,LOW,0.14,0.03,0.02,73,91.5,3.02,1.06
TEL-000190,PLAYER169,CTRL-0190,ZCT1W-C4006246,2024-05-05,NONE,LOW,0.05,0.00,0.12,96,60.4,3.02,1.06
TEL-000191,PLAYER170,CTRL-0191,ZCT2E-J8416290,2024-04-14,NONE,LOW,0.09,0.00,0.07,88,92.9,3.02,1.06
TEL-000192,PLAYER171,CTRL-0192,ZCT1W-U9191626,2024-05-28,RIGHT_STICK_DRIFT,HIGH,0.75,0.58,0.16,78,32.1,3.02,1.06
TEL-000193,PLAYER172,CTRL-0193,ZCT2E-V3163996,2024-05-20,BATTERY_DEGRADATION,MEDIUM,0.22,0.13,0.08,91,87.9,3.02,1.06
TEL-000194,PLAYER173,CTRL-0194,ZCT2E-M2400738,2024-06-10,DISCONNECT_FIRMWARE,MEDIUM,0.13,0.02,0.75,95,49.9,3.00,1.06
TEL-000195,PLAYER174,CTRL-0195,ZCT2E-X1715977,2024-06-06,DISCONNECT_FIRMWARE,MEDIUM,0.06,0.00,0.53,87,102.9,2.98,1.06
TEL-000196,PLAYER175,CTRL-0196,ZCT1W-T1133260,2024-04-19,BATTERY_DEGRADATION,MEDIUM,0.26,0.21,0.11,80,71.1,3.02,1.06
TEL-000197,PLAYER176,CTRL-0197,ZCT2E-F7698813,2024-04-28,RIGHT_STICK_DRIFT,HIGH,0.61,0.52,0.09,71,99.5,3.02,1.06
TEL-000198,PLAYER177,CTRL-0198,ZCT2E-X2568722,2024-06-08,NONE,LOW,0.07,0.00,0.11,96,53.3,3.02,1.06
TEL-000199,PLAYER177,CTRL-0199,ZCT2E-D2439863,2024-05-11,NONE,LOW,0.04,0.00,0.13,75,93.5,3.02,1.06
TEL-000200,PLAYER178,CTRL-0200,ZCT2E-P4346568,2024-05-28,NONE,LOW,0.21,0.09,0.14,84,74.5,3.02,1.06
TEL-000201,PLAYER179,CTRL-0201,ZCT2E-V9158676,2024-05-01,NONE,LOW,0.08,0.00,0.07,84,87.4,3.02,1.06
TEL-000202,PLAYER179,CTRL-0202,ZCT2E-Q1642271,2024-05-06,NONE,LOW,0.17,0.02,0.13,66,34.7,3.02,1.06
TEL-000203,PLAYER180,CTRL-0203,ZCT1W-L1525516,2024-05-01,BATTERY_DEGRADATION,MEDIUM,0.11,0.00,0.07,50,55.4,3.02,1.06
TEL-000204,PLAYER181,CTRL-0204,ZCT2E-P8942495,2024-05-02,RIGHT_STICK_DRIFT,HIGH,0.68,0.59,0.17,72,41.3,3.02,1.06
TEL-000205,PLAYER182,CTRL-0205,ZCT1W-X8095426,2024-04-17,RIGHT_STICK_DRIFT,MEDIUM,0.81,0.64,0.12,80,99.8,3.02,1.06
TEL-000206,PLAYER183,CTRL-0206,ZCT1W-C5595368,2024-04-18,NONE,LOW,0.09,0.00,0.05,93,14.4,3.02,1.06
TEL-000207,PLAYER184,CTRL-0207,ZCT2E-P9804312,2024-06-03,RIGHT_STICK_DRIFT,MEDIUM,0.71,0.63,0.13,95,21.9,3.02,1.06
TEL-000208,PLAYER185,CTRL-0208,ZCT1W-C8189612,2024-04-08,NONE,LOW,0.17,0.07,0.07,73,83.4,3.02,1.06
TEL-000209,PLAYER186,CTRL-0209,ZCT1W-M8031349,2024-05-01,BATTERY_DEGRADATION,MEDIUM,0.33,0.19,0.16,86,110.3,3.02,1.06
TEL-000210,PLAYER187,CTRL-0210,ZCT1W-P6950750,2024-06-10,DISCONNECT_FIRMWARE,MEDIUM,0.18,0.00,0.66,78,89.3,2.98,1.06
TEL-000211,PLAYER188,CTRL-0211,ZCT1W-T4331283,2024-04-12,NONE,LOW,0.21,0.12,0.07,80,111.7,3.02,1.06
TEL-000212,PLAYER189,CTRL-0212,ZCT2E-A3525076,2024-06-03,DISCONNECT_FIRMWARE,MEDIUM,0.05,0.00,0.70,90,45.5,2.98,1.06
TEL-000213,PLAYER190,CTRL-0213,ZCT2E-D7818036,2024-05-18,BATTERY_DEGRADATION,MEDIUM,0.15,0.06,0.18,79,17.5,3.02,1.06
TEL-000214,PLAYER191,CTRL-0214,ZCT1W-W8538483,2024-04-12,DISCONNECT_FIRMWARE,MEDIUM,0.24,0.08,0.81,69,63.6,3.00,1.06
TEL-000215,PLAYER192,CTRL-0215,ZCT1W-G8049385,2024-04-10,RIGHT_STICK_MODULE,MEDIUM,0.65,0.53,0.22,89,64.7,3.02,1.06
TEL-000216,PLAYER193,CTRL-0216,ZCT2E-G6839906,2024-06-01,DISCONNECT_FIRMWARE,MEDIUM,0.19,0.00,0.51,91,56.1,3.01,1.06
TEL-000217,PLAYER194,CTRL-0217,ZCT1W-M7103458,2024-04-28,RIGHT_STICK_DRIFT,HIGH,0.60,0.53,0.04,81,118.0,3.02,1.06
TEL-000218,PLAYER195,CTRL-0218,ZCT1W-R8650368,2024-05-29,BATTERY_DEGRADATION,MEDIUM,0.36,0.17,0.25,84,39.7,3.02,1.06
TEL-000219,PLAYER196,CTRL-0219,ZCT2E-S6634235,2024-06-04,BATTERY_DEGRADATION,MEDIUM,0.18,0.03,0.20,60,66.5,3.02,1.06
TEL-000220,PLAYER197,CTRL-0220,ZCT2E-M3967808,2024-05-05,BATTERY_DEGRADATION,MEDIUM,0.39,0.26,0.22,72,72.3,3.02,1.06
TEL-000221,PLAYER197,CTRL-0221,ZCT2E-N5781975,2024-05-13,BATTERY_DEGRADATION,MEDIUM,0.35,0.29,0.20,78,87.1,3.02,1.06
TEL-000222,PLAYER198,CTRL-0222,ZCT2E-V2664720,2024-06-01,NONE,LOW,0.04,0.00,0.11,90,9.6,3.02,1.06
TEL-000223,PLAYER199,CTRL-0223,ZCT1W-V7900127,2024-05-14,NONE,LOW,0.14,0.06,0.12,91,94.8,3.02,1.06
TEL-000224,PLAYER200,CTRL-0224,ZCT2E-S1547533,2024-06-02,RIGHT_STICK_MODULE,MEDIUM,0.54,0.38,0.08,95,36.8,3.02,1.06
TEL-000225,PLAYER201,CTRL-0225,ZCT2E-G4739295,2024-05-26,NONE,LOW,0.05,0.00,0.02,83,112.7,3.02,1.06
TEL-000226,PLAYER202,CTRL-0226,ZCT1W-R3087766,2024-04-17,DISCONNECT_FIRMWARE,MEDIUM,0.25,0.11,0.86,82,46.0,3.00,1.06
TEL-000227,PLAYER203,CTRL-0227,ZCT2E-A7285479,2024-05-10,DISCONNECT_FIRMWARE,MEDIUM,0.05,0.00,0.76,79,86.3,2.98,1.06
TEL-000228,PLAYER204,CTRL-0228,ZCT2E-X5437558,2024-04-28,RIGHT_STICK_MODULE,MEDIUM,0.49,0.35,0.09,81,110.5,3.02,1.06
TEL-000229,PLAYER204,CTRL-0229,ZCT2E-X5052611,2024-06-10,RIGHT_STICK_MODULE,MEDIUM,0.54,0.35,0.22,70,52.5,3.02,1.06
TEL-000230,PLAYER205,CTRL-0230,ZCT1W-A3573211,2024-06-06,RIGHT_STICK_DRIFT,MEDIUM,0.86,0.68,0.15,89,67.0,3.02,1.06
TEL-000231,PLAYER206,CTRL-0231,ZCT2E-L3859017,2024-04-24,DISCONNECT_FIRMWARE,MEDIUM,0.11,0.00,0.69,67,81.6,3.01,1.06
TEL-000232,PLAYER207,CTRL-0232,ZCT2E-G7598776,2024-05-15,NONE,LOW,0.04,0.00,0.08,67,89.9,3.02,1.06
TEL-000233,PLAYER208,CTRL-0233,ZCT2E-F7763214,2024-05-10,RIGHT_STICK_DRIFT,HIGH,0.80,0.68,0.09,95,75.1,3.02,1.06
TEL-000234,PLAYER209,CTRL-0234,ZCT2E-H2670640,2024-05-12,NONE,LOW,0.10,0.01,0.12,78,57.7,3.02,1.06
TEL-000235,PLAYER210,CTRL-0235,ZCT1W-W7576872,2024-05-12,RIGHT_STICK_DRIFT,MEDIUM,0.80,0.62,0.17,82,116.8,3.02,1.06
TEL-000236,PLAYER211,CTRL-0236,ZCT1W-L4418568,2024-06-03,NONE,LOW,0.06,0.00,0.07,91,14.6,3.02,1.06
TEL-000237,PLAYER212,CTRL-0237,ZCT1W-W3567729,2024-04-26,BATTERY_DEGRADATION,MEDIUM,0.23,0.16,0.15,55,44.1,3.02,1.06
TEL-000238,PLAYER213,CTRL-0238,ZCT2E-A3190232,2024-05-18,DISCONNECT_FIRMWARE,MEDIUM,0.27,0.08,0.76,75,82.5,3.00,1.06
TEL-000239,PLAYER214,CTRL-0239,ZCT1W-W4720435,2024-05-29,BATTERY_DEGRADATION,MEDIUM,0.20,0.09,0.24,73,19.2,3.02,1.06
TEL-000240,PLAYER215,CTRL-0240,ZCT1W-N5370124,2024-04-30,BATTERY_DEGRADATION,MEDIUM,0.18,0.13,0.16,52,66.7,3.02,1.06
TEL-000241,PLAYER216,CTRL-0241,ZCT1W-W1388238,2024-05-21,RIGHT_STICK_MODULE,MEDIUM,0.61,0.44,0.21,92,40.6,3.02,1.06
TEL-000242,PLAYER217,CTRL-0242,ZCT2E-V3058301,2024-04-15,NONE,LOW,0.10,0.00,0.07,75,25.2,3.02,1.06
TEL-000243,PLAYER218,CTRL-0243,ZCT1W-C2298244,2024-05-10,RIGHT_STICK_MODULE,MEDIUM,0.71,0.54,0.10,83,60.9,3.02,1.06
TEL-000244,PLAYER219,CTRL-0244,ZCT2E-G7556539,2024-05-15,NONE,LOW,0.03,0.00,0.12,71,53.5,3.02,1.06
TEL-000245,PLAYER220,CTRL-0245,ZCT1W-R2280314,2024-06-01,RIGHT_STICK_DRIFT,HIGH,0.61,0.43,0.16,92,89.8,3.02,1.06
TEL-000246,PLAYER221,CTRL-0246,ZCT2E-W8564486,2024-06-04,RIGHT_STICK_DRIFT,MEDIUM,0.61,0.55,0.07,84,98.7,3.02,1.06
TEL-000247,PLAYER221,CTRL-0247,ZCT1W-F1527651,2024-05-12,RIGHT_STICK_DRIFT,HIGH,0.65,0.59,0.07,66,85.7,3.02,1.06
TEL-000248,PLAYER222,CTRL-0248,ZCT2E-V1084130,2024-04-14,NONE,LOW,0.13,0.05,0.11,95,95.0,3.02,1.06
TEL-000249,PLAYER223,CTRL-0249,ZCT1W-G1495854,2024-05-13,RIGHT_STICK_DRIFT,MEDIUM,0.86,0.72,0.07,78,15.4,3.02,1.06
TEL-000250,PLAYER224,CTRL-0250,ZCT1W-G7121849,2024-06-07,NONE,LOW,0.14,0.00,0.13,93,106.3,3.02,1.06
TEL-000251,PLAYER225,CTRL-0251,ZCT2E-E4686979,2024-04-25,RIGHT_STICK_DRIFT,MEDIUM,0.89,0.76,0.09,68,48.6,3.02,1.06
TEL-000252,PLAYER226,CTRL-0252,ZCT2E-R4342651,2024-05-12,NONE,LOW,0.13,0.00,0.05,79,47.6,3.02,1.06
TEL-000253,PLAYER227,CTRL-0253,ZCT2E-Q9318172,2024-05-26,DISCONNECT_FIRMWARE,MEDIUM,0.28,0.08,0.67,65,44.0,3.01,1.06
TEL-000254,PLAYER228,CTRL-0254,ZCT1W-J3901779,2024-05-06,NONE,LOW,0.14,0.00,0.10,83,78.3,3.02,1.06
TEL-000255,PLAYER229,CTRL-0255,ZCT2E-D6227531,2024-04-13,NONE,LOW,0.06,0.01,0.15,87,36.1,3.02,1.06
TEL-000256,PLAYER230,CTRL-0256,ZCT2E-P8485284,2024-04-26,NONE,LOW,0.15,0.10,0.12,72,18.1,3.02,1.06
TEL-000257,PLAYER230,CTRL-0257,ZCT2E-V2804542,2024-04-25,NONE,LOW,0.09,0.00,0.05,66,29.4,3.02,1.06
TEL-000258,PLAYER231,CTRL-0258,ZCT2E-M2078208,2024-05-17,NONE,LOW,0.06,0.00,0.04,79,59.5,3.02,1.06
TEL-000259,PLAYER232,CTRL-0259,ZCT2E-U7875441,2024-05-14,NONE,LOW,0.13,0.00,0.07,95,20.7,3.02,1.06
TEL-000260,PLAYER233,CTRL-0260,ZCT2E-A2923507,2024-05-17,RIGHT_STICK_MODULE,MEDIUM,0.47,0.31,0.23,96,84.9,3.02,1.06
TEL-000261,PLAYER233,CTRL-0261,ZCT2E-P4119134,2024-04-28,RIGHT_STICK_MODULE,MEDIUM,0.51,0.35,0.15,69,75.9,3.02,1.06
TEL-000262,PLAYER234,CTRL-0262,ZCT2E-M3433361,2024-05-28,BATTERY_DEGRADATION,MEDIUM,0.31,0.22,0.25,76,25.8,3.02,1.06
TEL-000263,PLAYER234,CTRL-0263,ZCT2E-A6517512,2024-05-06,BATTERY_DEGRADATION,MEDIUM,0.15,0.10,0.27,80,88.9,3.02,1.06
TEL-000264,PLAYER235,CTRL-0264,ZCT1W-T2111241,2024-05-26,NONE,LOW,0.17,0.09,0.12,78,61.8,3.02,1.06
TEL-000265,PLAYER236,CTRL-0265,ZCT1W-D5664879,2024-05-04,DISCONNECT_FIRMWARE,MEDIUM,0.08,0.00,0.89,77,28.4,2.98,1.06
TEL-000266,PLAYER237,CTRL-0266,ZCT2E-X8301537,2024-05-05,RIGHT_STICK_DRIFT,MEDIUM,0.83,0.72,0.14,95,67.3,3.02,1.06
TEL-000267,PLAYER238,CTRL-0267,ZCT1W-B9286841,2024-04-19,NONE,LOW,0.12,0.02,0.08,70,50.7,3.02,1.06
TEL-000268,PLAYER239,CTRL-0268,ZCT1W-D8596473,2024-05-24,RIGHT_STICK_DRIFT,HIGH,0.89,0.74,0.13,83,10.6,3.02,1.06
TEL-000269,PLAYER240,CTRL-0269,ZCT2E-H1356829,2024-05-31,NONE,LOW,0.21,0.09,0.04,69,81.2,3.02,1.06
TEL-000270,PLAYER241,CTRL-0270,ZCT2E-K3198789,2024-04-23,NONE,LOW,0.12,0.00,0.08,95,107.0,3.02,1.06
TEL-000271,PLAYER242,CTRL-0271,ZCT1W-L1273003,2024-05-07,RIGHT_STICK_DRIFT,MEDIUM,0.77,0.71,0.17,90,93.4,3.02,1.06
TEL-000272,PLAYER243,CTRL-0272,ZCT2E-K5608257,2024-06-01,RIGHT_STICK_DRIFT,HIGH,0.71,0.65,0.08,93,39.4,3.02,1.06
TEL-000273,PLAYER243,CTRL-0273,ZCT1W-T6254198,2024-06-06,RIGHT_STICK_DRIFT,HIGH,0.94,0.88,0.13,90,55.1,3.02,1.06
TEL-000274,PLAYER244,CTRL-0274,ZCT2E-Q9276815,2024-05-18,RIGHT_STICK_DRIFT,MEDIUM,0.71,0.51,0.13,92,69.0,3.02,1.06
TEL-000275,PLAYER244,CTRL-0275,ZCT2E-V2723751,2024-04-13,RIGHT_STICK_DRIFT,HIGH,0.90,0.77,0.16,76,15.3,3.02,1.06
TEL-000276,PLAYER245,CTRL-0276,ZCT1W-E2763884,2024-06-10,NONE,LOW,0.14,0.05,0.09,81,76.2,3.02,1.06
TEL-000277,PLAYER246,CTRL-0277,ZCT1W-C4207127,2024-05-27,RIGHT_STICK_MODULE,MEDIUM,0.50,0.42,0.22,73,65.3,3.02,1.06
TEL-000278,PLAYER247,CTRL-0278,ZCT1W-B5356836,2024-05-30,RIGHT_STICK_DRIFT,MEDIUM,0.67,0.48,0.03,86,52.6,3.02,1.06
TEL-000279,PLAYER248,CTRL-0279,ZCT1W-K2258998,2024-04-27,RIGHT_STICK_DRIFT,MEDIUM,0.68,0.61,0.10,94,96.1,3.02,1.06
TEL-000280,PLAYER249,CTRL-0280,ZCT1W-E8729158,2024-04-11,NONE,LOW,0.15,0.09,0.06,92,69.2,3.02,1.06
TEL-000281,PLAYER250,CTRL-0281,ZCT1W-U7933921,2024-04-27,RIGHT_STICK_MODULE,MEDIUM,0.73,0.60,0.18,85,102.9,3.02,1.06
TEL-000282,PLAYER251,CTRL-0282,ZCT1W-S9851473,2024-04-20,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.06,0.51,80,110.5,2.98,1.06
TEL-000283,PLAYER251,CTRL-0283,ZCT2E-J6400776,2024-05-27,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.21,0.83,69,58.9,3.01,1.06
TEL-000284,PLAYER252,CTRL-0284,ZCT1W-J5969984,2024-04-24,BATTERY_DEGRADATION,MEDIUM,0.17,0.03,0.24,57,70.0,3.02,1.06
TEL-000285,PLAYER253,CTRL-0285,ZCT1W-X4454281,2024-05-07,DISCONNECT_FIRMWARE,MEDIUM,0.12,0.00,0.86,91,82.1,3.01,1.06
TEL-000286,PLAYER254,CTRL-0286,ZCT1W-G1220253,2024-06-05,NONE,LOW,0.21,0.11,0.04,78,44.7,3.02,1.06
TEL-000287,PLAYER254,CTRL-0287,ZCT2E-G9181335,2024-05-30,NONE,LOW,0.19,0.01,0.12,96,29.4,3.02,1.06
TEL-000288,PLAYER255,CTRL-0288,ZCT2E-K8617224,2024-05-23,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.14,0.46,88,93.8,3.00,1.06
TEL-000289,PLAYER256,CTRL-0289,ZCT1W-H7100930,2024-05-05,NONE,LOW,0.05,0.00,0.06,86,94.0,3.02,1.06
TEL-000290,PLAYER257,CTRL-0290,ZCT1W-N4153336,2024-06-03,RIGHT_STICK_MODULE,MEDIUM,0.65,0.58,0.06,68,61.6,3.02,1.06
TEL-000291,PLAYER258,CTRL-0291,ZCT2E-F6153067,2024-05-06,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.12,0.77,75,118.0,3.00,1.06
TEL-000292,PLAYER259,CTRL-0292,ZCT2E-D2848835,2024-05-04,BATTERY_DEGRADATION,MEDIUM,0.13,0.07,0.07,91,114.5,3.02,1.06
TEL-000293,PLAYER259,CTRL-0293,ZCT2E-A8989988,2024-04-21,BATTERY_DEGRADATION,MEDIUM,0.33,0.13,0.28,86,103.3,3.02,1.06
TEL-000294,PLAYER260,CTRL-0294,ZCT2E-D2410406,2024-05-03,DISCONNECT_FIRMWARE,MEDIUM,0.17,0.07,0.90,88,99.7,2.98,1.06
TEL-000295,PLAYER261,CTRL-0295,ZCT2E-S8228437,2024-04-17,NONE,LOW,0.17,0.06,0.09,92,77.2,3.02,1.06
TEL-000296,PLAYER262,CTRL-0296,ZCT2E-M2641024,2024-04-14,RIGHT_STICK_DRIFT,HIGH,0.91,0.74,0.05,84,48.0,3.02,1.06
TEL-000297,PLAYER263,CTRL-0297,ZCT2E-G5932600,2024-05-15,NONE,LOW,0.08,0.00,0.15,74,110.5,3.02,1.06
TEL-000298,PLAYER264,CTRL-0298,ZCT2E-S9281506,2024-05-07,NONE,LOW,0.19,0.01,0.07,95,99.2,3.02,1.06
TEL-000299,PLAYER265,CTRL-0299,ZCT1W-W5176591,2024-04-16,NONE,LOW,0.11,0.00,0.14,80,92.9,3.02,1.06
TEL-000300,PLAYER266,CTRL-0300,ZCT1W-B5465729,2024-05-04,NONE,LOW,0.20,0.00,0.06,76,87.1,3.02,1.06
TEL-000301,PLAYER267,CTRL-0301,ZCT2E-H7787380,2024-04-28,DISCONNECT_FIRMWARE,MEDIUM,0.23,0.08,0.77,72,65.0,2.98,1.06
TEL-000302,PLAYER268,CTRL-0302,ZCT2E-R4451163,2024-05-04,NONE,LOW,0.17,0.00,0.03,75,49.2,3.02,1.06
TEL-000303,PLAYER268,CTRL-0303,ZCT2E-V5831479,2024-05-16,NONE,LOW,0.15,0.07,0.15,70,18.1,3.02,1.06
TEL-000304,PLAYER269,CTRL-0304,ZCT2E-K5003370,2024-05-25,NONE,LOW,0.04,0.00,0.06,82,73.3,3.02,1.06
TEL-000305,PLAYER270,CTRL-0305,ZCT1W-L8637262,2024-05-27,RIGHT_STICK_DRIFT,MEDIUM,0.61,0.51,0.11,90,102.8,3.02,1.06
TEL-000306,PLAYER270,CTRL-0306,ZCT2E-P6604498,2024-05-10,RIGHT_STICK_DRIFT,HIGH,0.74,0.57,0.15,83,69.0,3.02,1.06
TEL-000307,PLAYER271,CTRL-0307,ZCT1W-F1163307,2024-04-18,RIGHT_STICK_DRIFT,MEDIUM,0.92,0.81,0.11,79,45.7,3.02,1.06
TEL-000308,PLAYER272,CTRL-0308,ZCT1W-R5152535,2024-04-28,NONE,LOW,0.20,0.05,0.02,78,69.8,3.02,1.06
TEL-000309,PLAYER273,CTRL-0309,ZCT1W-U5876441,2024-05-14,DISCONNECT_FIRMWARE,MEDIUM,0.32,0.14,0.49,86,51.3,3.00,1.06
TEL-000310,PLAYER274,CTRL-0310,ZCT1W-E2575550,2024-04-15,BATTERY_DEGRADATION,MEDIUM,0.31,0.18,0.11,82,98.8,3.02,1.06
TEL-000311,PLAYER275,CTRL-0311,ZCT2E-M5317440,2024-05-14,NONE,LOW,0.03,0.00,0.15,87,22.0,3.02,1.06
TEL-000312,PLAYER276,CTRL-0312,ZCT2E-A6916088,2024-05-29,NONE,LOW,0.08,0.00,0.10,71,112.6,3.02,1.06
TEL-000313,PLAYER277,CTRL-0313,ZCT2E-D5528798,2024-04-27,RIGHT_STICK_DRIFT,HIGH,0.75,0.55,0.17,88,72.4,3.02,1.06
TEL-000314,PLAYER278,CTRL-0314,ZCT2E-H3376209,2024-05-27,NONE,LOW,0.16,0.03,0.04,71,50.2,3.02,1.06
TEL-000315,PLAYER279,CTRL-0315,ZCT2E-M4461265,2024-06-05,RIGHT_STICK_MODULE,MEDIUM,0.49,0.29,0.20,78,114.7,3.02,1.06
TEL-000316,PLAYER280,CTRL-0316,ZCT2E-W2810792,2024-04-08,NONE,LOW,0.06,0.00,0.05,72,27.5,3.02,1.06
TEL-000317,PLAYER281,CTRL-0317,ZCT1W-J6852648,2024-04-12,RIGHT_STICK_MODULE,MEDIUM,0.49,0.42,0.22,86,117.6,3.02,1.06
TEL-000318,PLAYER282,CTRL-0318,ZCT2E-J6189583,2024-05-12,NONE,LOW,0.15,0.09,0.09,96,89.2,3.02,1.06
TEL-000319,PLAYER283,CTRL-0319,ZCT2E-V3062947,2024-06-01,DISCONNECT_FIRMWARE,MEDIUM,0.22,0.11,0.85,88,18.5,3.00,1.06
TEL-000320,PLAYER284,CTRL-0320,ZCT2E-K2848691,2024-06-04,RIGHT_STICK_DRIFT,HIGH,0.81,0.72,0.09,78,38.7,3.02,1.06
TEL-000321,PLAYER285,CTRL-0321,ZCT1W-Q3520403,2024-04-11,NONE,LOW,0.15,0.00,0.04,76,59.3,3.02,1.06
TEL-000322,PLAYER286,CTRL-0322,ZCT1W-K9167564,2024-05-28,NONE,LOW,0.20,0.11,0.07,92,50.2,3.02,1.06
TEL-000323,PLAYER287,CTRL-0323,ZCT2E-B4646113,2024-04-14,DISCONNECT_FIRMWARE,MEDIUM,0.08,0.00,0.62,77,15.4,3.00,1.06
TEL-000324,PLAYER288,CTRL-0324,ZCT2E-K1085400,2024-05-23,DISCONNECT_FIRMWARE,MEDIUM,0.27,0.13,0.74,76,92.9,3.01,1.06
TEL-000325,PLAYER289,CTRL-0325,ZCT2E-E6875686,2024-05-01,NONE,LOW,0.12,0.00,0.07,73,18.4,3.02,1.06
TEL-000326,PLAYER290,CTRL-0326,ZCT1W-C5541070,2024-04-13,RIGHT_STICK_MODULE,MEDIUM,0.46,0.26,0.24,93,69.3,3.02,1.06
TEL-000327,PLAYER291,CTRL-0327,ZCT1W-P2354222,2024-04-08,NONE,LOW,0.21,0.11,0.11,67,88.9,3.02,1.06
TEL-000328,PLAYER291,CTRL-0328,ZCT2E-H7480045,2024-05-04,NONE,LOW,0.19,0.10,0.12,74,84.5,3.02,1.06
TEL-000329,PLAYER292,CTRL-0329,ZCT2E-K6213281,2024-05-29,RIGHT_STICK_DRIFT,MEDIUM,0.77,0.63,0.06,74,92.6,3.02,1.06
TEL-000330,PLAYER292,CTRL-0330,ZCT2E-U3334991,2024-05-07,RIGHT_STICK_DRIFT,HIGH,0.62,0.52,0.19,88,17.4,3.02,1.06
TEL-000331,PLAYER293,CTRL-0331,ZCT1W-P4347443,2024-06-08,RIGHT_STICK_DRIFT,MEDIUM,0.70,0.60,0.17,69,86.0,3.02,1.06
TEL-000332,PLAYER294,CTRL-0332,ZCT2E-T4076474,2024-06-05,RIGHT_STICK_DRIFT,HIGH,0.78,0.70,0.11,69,85.1,3.02,1.06
TEL-000333,PLAYER295,CTRL-0333,ZCT1W-S8413874,2024-05-15,NONE,LOW,0.03,0.00,0.06,80,56.8,3.02,1.06
TEL-000334,PLAYER296,CTRL-0334,ZCT2E-Q6942386,2024-04-20,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.03,0.47,81,14.7,3.01,1.06
