controller_id,player_id,controller_serial,controller_model,product_code,purchase_date,registration_date,warranty_status,warranty_expiry_date,warranty_months,asset_status
CTRL-0620,PLAYER548,ZCT1W-N3071885,DualSense Wireless Controller,DS-STANDARD,2022-03-24,2022-03-30,OUT_OF_WARRANTY,2023-03-24,12,Purchased
CTRL-0621,PLAYER548,ZCT1W-U5854470,DualSense Wireless Controller,DS-STANDARD,2021-11-22,2021-12-16,OUT_OF_WARRANTY,2022-11-22,12,Purchased
CTRL-0622,PLAYER549,ZCT2E-T7853764,DualSense Wireless Controller,DS-STANDARD,2022-03-22,2022-04-04,OUT_OF_WARRANTY,2023-03-22,12,Purchased
CTRL-0623,PLAYER550,ZCT2E-L7093060,DualSense Wireless Controller,DS-STANDARD,2022-10-13,2022-10-29,OUT_OF_WARRANTY,2023-10-13,12,Purchased
CTRL-0624,PLAYER551,ZCT2E-H7777424,DualSense Wireless Controller,DS-STANDARD,2023-08-09,2023-08-18,IN_WARRANTY,2024-08-08,12,Purchased
CTRL-0625,PLAYER552,ZCT2E-F3980080,DualSense Edge Wireless Controller,DS-EDGE,2023-03-31,2023-04-09,OUT_OF_WARRANTY,2024-03-30,12,Purchased
CTRL-0626,PLAYER552,ZCT1W-T6604510,DualSense Wireless Controller,DS-STANDARD,2021-07-21,2021-08-02,OUT_OF_WARRANTY,2022-07-21,12,Purchased
CTRL-0627,PLAYER553,ZCT2E-P7883587,DualSense Wireless Controller,DS-STANDARD,2021-03-01,2021-03-20,OUT_OF_WARRANTY,2022-03-01,12,Purchased
CTRL-0628,PLAYER554,ZCT1W-E9445000,DualSense Wireless Controller,DS-STANDARD,2023-04-18,2023-05-18,OUT_OF_WARRANTY,2024-04-17,12,Purchased
CTRL-0629,PLAYER555,ZCT1W-L5193310,DualSense Wireless Controller,DS-STANDARD,2023-08-25,2023-09-15,IN_WARRANTY,2024-08-24,12,Purchased
CTRL-0630,PLAYER556,ZCT1W-M1381170,DualSense Wireless Controller,DS-STANDARD,2023-03-09,2023-03-26,OUT_OF_WARRANTY,2024-03-08,12,Purchased
CTRL-0631,PLAYER557,ZCT1W-F8680087,DualSense Wireless Controller,DS-STANDARD,2022-05-06,2022-05-11,OUT_OF_WARRANTY,2023-05-06,12,Purchased
CTRL-0632,PLAYER558,ZCT2E-G6414413,DualSense Wireless Controller,DS-STANDARD,2021-05-13,2021-06-10,OUT_OF_WARRANTY,2022-05-13,12,Purchased
CTRL-0633,PLAYER558,ZCT1W-G8737309,DualSense Wireless Controller,DS-STANDARD,2023-06-28,2023-07-05,IN_WARRANTY,2024-06-27,12,Purchased
CTRL-0634,PLAYER559,ZCT1W-Q9392214,DualSense Edge Wireless Controller,DS-EDGE,2021-08-16,2021-09-10,OUT_OF_WARRANTY,2022-08-16,12,Purchased
CTRL-0635,PLAYER560,ZCT2E-F5108127,DualSense Wireless Controller,DS-STANDARD,2021-05-24,2021-05-24,OUT_OF_WARRANTY,2022-05-24,12,Purchased
CTRL-0636,PLAYER561,ZCT1W-X7817366,DualSense Wireless Controller,DS-STANDARD,2023-08-21,2023-09-17,IN_WARRANTY,2024-08-20,12,Purchased
CTRL-0637,PLAYER562,ZCT2E-C7997602,DualSense Wireless Controller,DS-STANDARD,2024-01-06,2024-01-09,IN_WARRANTY,2025-01-05,12,Purchased
CTRL-0638,PLAYER563,ZCT1W-Q9066612,DualSense Wireless Controller,DS-STANDARD,2021-05-03,2021-05-12,OUT_OF_WARRANTY,2022-05-03,12,Purchased
CTRL-0639,PLAYER564,ZCT2E-B7096391,DualSense Wireless Controller,DS-STANDARD,2023-11-14,2023-12-04,IN_WARRANTY,2024-11-13,12,Purchased
CTRL-0640,PLAYER565,ZCT2E-P3081328,DualSense Wireless Controller,DS-STANDARD,2022-06-22,2022-07-16,OUT_OF_WARRANTY,2023-06-22,12,Purchased
CTRL-0641,PLAYER566,ZCT1W-F7148254,DualSense Wireless Controller,DS-STANDARD,2022-11-27,2022-12-01,OUT_OF_WARRANTY,2023-11-27,12,Purchased
CTRL-0642,PLAYER566,ZCT1W-R4524641,DualSense Wireless Controller,DS-STANDARD,2022-11-07,2022-11-27,OUT_OF_WARRANTY,2023-11-07,12,Purchased
CTRL-0643,PLAYER567,ZCT1W-Q9247292,DualSense Wireless Controller,DS-STANDARD,2022-06-17,2022-06-27,OUT_OF_WARRANTY,2023-06-17,12,Purchased
CTRL-0644,PLAYER568,ZCT2E-Q6547574,DualSense Wireless Controller,DS-STANDARD,2022-06-13,2022-07-01,OUT_OF_WARRANTY,2023-06-13,12,Purchased
CTRL-0645,PLAYER569,ZCT2E-V1599695,DualSense Wireless Controller,DS-STANDARD,2021-10-31,2021-11-16,OUT_OF_WARRANTY,2022-10-31,12,Purchased
CTRL-0646,PLAYER570,ZCT2E-A4708126,DualSense Wireless Controller,DS-STANDARD,2023-01-13,2023-02-04,OUT_OF_WARRANTY,2024-01-13,12,Purchased
CTRL-0647,PLAYER571,ZCT2E-K3655874,DualSense Wireless Controller,DS-STANDARD,2022-09-17,2022-10-02,OUT_OF_WARRANTY,2023-09-17,12,Purchased
CTRL-0648,PLAYER572,ZCT2E-X5947259,DualSense Edge Wireless Controller,DS-EDGE,2021-11-13,2021-12-06,OUT_OF_WARRANTY,2022-11-13,12,Purchased
CTRL-0649,PLAYER573,ZCT1W-E5904531,DualSense Wireless Controller,DS-STANDARD,2022-06-11,2022-07-01,OUT_OF_WARRANTY,2023-06-11,12,Purchased
CTRL-0650,PLAYER574,ZCT1W-A4551099,DualSense Wireless Controller,DS-STANDARD,2021-10-31,2021-11-18,OUT_OF_WARRANTY,2022-10-31,12,Purchased
CTRL-0651,PLAYER575,ZCT1W-J7109621,DualSense Wireless Controller,DS-STANDARD,2023-11-25,2023-12-07,IN_WARRANTY,2024-11-24,12,Purchased
CTRL-0652,PLAYER576,ZCT2E-V3859007,DualSense Wireless Controller,DS-STANDARD,2021-11-16,2021-12-04,OUT_OF_WARRANTY,2022-11-16,12,Purchased
CTRL-0653,PLAYER577,ZCT2E-S7280761,DualSense Wireless Controller,DS-STANDARD,2023-09-21,2023-10-11,IN_WARRANTY,2024-09-20,12,Purchased
CTRL-0654,PLAYER578,ZCT1W-S9087498,DualSense Wireless Controller,DS-STANDARD,2023-02-17,2023-02-17,OUT_OF_WARRANTY,2024-02-17,12,Purchased
CTRL-0655,PLAYER579,ZCT1W-L4771940,DualSense Wireless Controller,DS-STANDARD,2022-04-05,2022-04-09,OUT_OF_WARRANTY,2023-04-05,12,Purchased
CTRL-0656,PLAYER580,ZCT2E-V3006411,DualSense Edge Wireless Controller,DS-EDGE,2022-02-08,2022-02-19,OUT_OF_WARRANTY,2023-02-08,12,Purchased
CTRL-0657,PLAYER580,ZCT2E-Q1204695,DualSense Wireless Controller,DS-STANDARD,2023-12-10,2024-01-07,IN_WARRANTY,2024-12-09,12,Purchased
CTRL-0658,PLAYER581,ZCT1W-G7099530,DualSense Wireless Controller,DS-STANDARD,2023-03-28,2023-04-17,OUT_OF_WARRANTY,2024-03-27,12,Purchased
CTRL-0659,PLAYER582,ZCT1W-L9513036,DualSense Limited Edition Controller,DS-LIMITED,2024-01-01,2024-01-28,IN_WARRANTY,2024-12-31,12,Purchased
CTRL-0660,PLAYER583,ZCT1W-B8493255,DualSense Wireless Controller,DS-STANDARD,2022-05-23,2022-05-30,OUT_OF_WARRANTY,2023-05-23,12,Purchased
CTRL-0661,PLAYER584,ZCT2E-F5111878,DualSense Wireless Controller,DS-STANDARD,2023-07-24,2023-07-29,IN_WARRANTY,2024-07-23,12,Purchased
CTRL-0662,PLAYER585,ZCT1W-V5458768,DualSense Wireless Controller,DS-STANDARD,2021-07-07,2021-07-30,OUT_OF_WARRANTY,2022-07-07,12,Purchased
CTRL-0663,PLAYER586,ZCT1W-C3223802,DualSense Wireless Controller,DS-STANDARD,2021-05-05,2021-05-11,OUT_OF_WARRANTY,2022-05-05,12,Purchased
CTRL-0664,PLAYER587,ZCT1W-H9007468,DualSense Wireless Controller,DS-STANDARD,2024-01-05,2024-02-02,IN_WARRANTY,2025-01-04,12,Purchased
CTRL-0665,PLAYER588,ZCT1W-L2225651,DualSense Wireless Controller,DS-STANDARD,2021-08-27,2021-09-10,OUT_OF_WARRANTY,2022-08-27,12,Purchased
CTRL-0666,PLAYER589,ZCT1W-R4311759,DualSense Wireless Controller,DS-STANDARD,2022-03-17,2022-04-05,OUT_OF_WARRANTY,2023-03-17,12,Purchased
CTRL-0667,PLAYER590,ZCT2E-K1161102,DualSense Wireless Controller,DS-STANDARD,2021-08-17,2021-09-09,OUT_OF_WARRANTY,2022-08-17,12,Purchased
CTRL-0668,PLAYER590,ZCT2E-W4268180,DualSense Wireless Controller,DS-STANDARD,2023-07-24,2023-07-24,IN_WARRANTY,2024-07-23,12,Purchased
CTRL-0669,PLAYER591,ZCT2E-P5542317,DualSense Wireless Controller,DS-STANDARD,2021-12-28,2022-01-07,OUT_OF_WARRANTY,2022-12-28,12,Purchased
CTRL-0670,PLAYER592,ZCT2E-S5760630,DualSense Edge Wireless Controller,DS-EDGE,2022-09-06,2022-09-14,OUT_OF_WARRANTY,2023-09-06,12,Purchased
CTRL-0671,PLAYER593,ZCT1W-L5618572,DualSense Wireless Controller,DS-STANDARD,2023-10-28,2023-11-06,IN_WARRANTY,2024-10-27,12,Purchased
CTRL-0672,PLAYER594,ZCT2E-D4056477,DualSense Wireless Controller,DS-STANDARD,2022-10-16,2022-11-13,OUT_OF_WARRANTY,2023-10-16,12,Purchased
CTRL-0673,PLAYER594,ZCT2E-R3736881,DualSense Wireless Controller,DS-STANDARD,2023-06-04,2023-06-25,OUT_OF_WARRANTY,2024-06-03,12,Purchased
CTRL-0674,PLAYER595,ZCT2E-D8435634,DualSense Wireless Controller,DS-STANDARD,2022-01-10,2022-01-16,OUT_OF_WARRANTY,2023-01-10,12,Purchased
CTRL-0675,PLAYER596,ZCT1W-H4577178,DualSense Edge Wireless Controller,DS-EDGE,2022-09-22,2022-10-08,OUT_OF_WARRANTY,2023-09-22,12,Purchased
CTRL-0676,PLAYER597,ZCT2E-L9898627,DualSense Wireless Controller,DS-STANDARD,2022-09-07,2022-10-06,OUT_OF_WARRANTY,2023-09-07,12,Purchased
CTRL-0677,PLAYER598,ZCT1W-U3593718,DualSense Wireless Controller,DS-STANDARD,2022-01-29,2022-02-22,OUT_OF_WARRANTY,2023-01-29,12,Purchased
CTRL-0678,PLAYER599,ZCT2E-F3649846,DualSense Wireless Controller,DS-STANDARD,2021-11-18,2021-11-28,OUT_OF_WARRANTY,2022-11-18,12,Purchased
CTRL-0679,PLAYER600,ZCT2E-W7994575,DualSense Edge Wireless Controller,DS-EDGE,2022-07-06,2022-07-13,OUT_OF_WARRANTY,2023-07-06,12,Purchased
CTRL-0680,PLAYER601,ZCT2E-R6093866,DualSense Wireless Controller,DS-STANDARD,2022-09-20,2022-09-30,OUT_OF_WARRANTY,2023-09-20,12,Purchased
CTRL-0681,PLAYER602,ZCT2E-L8544846,DualSense Wireless Controller,DS-STANDARD,2023-03-17,2023-04-10,OUT_OF_WARRANTY,2024-03-16,12,Purchased
CTRL-0682,PLAYER603,ZCT2E-A7779356,DualSense Limited Edition Controller,DS-LIMITED,2023-04-18,2023-04-29,OUT_OF_WARRANTY,2024-04-17,12,Purchased
CTRL-0683,PLAYER604,ZCT1W-Q5600435,DualSense Limited Edition Controller,DS-LIMITED,2022-02-19,2022-02-25,OUT_OF_WARRANTY,2023-02-19,12,Purchased
CTRL-0684,PLAYER605,ZCT2E-K7265873,DualSense Limited Edition Controller,DS-LIMITED,2023-05-26,2023-06-20,OUT_OF_WARRANTY,2024-05-25,12,Purchased
CTRL-0685,PLAYER606,ZCT2E-L4346251,DualSense Wireless Controller,DS-STANDARD,2023-10-28,2023-11-11,IN_WARRANTY,2024-10-27,12,Purchased
CTRL-0686,PLAYER607,ZCT2E-D2248676,DualSense Wireless Controller,DS-STANDARD,2022-10-29,2022-11-21,OUT_OF_WARRANTY,2023-10-29,12,Purchased
CTRL-0687,PLAYER608,ZCT2E-U8883139,DualSense Wireless Controller,DS-STANDARD,2021-04-05,2021-04-29,OUT_OF_WARRANTY,2022-04-05,12,Purchased
CTRL-0688,PLAYER609,ZCT2E-R5191722,DualSense Wireless Controller,DS-STANDARD,2023-02-08,2023-02-09,OUT_OF_WARRANTY,2024-02-08,12,Purchased
CTRL-0689,PLAYER610,ZCT1W-B6749416,DualSense Wireless Controller,DS-STANDARD,2023-01-27,2023-02-10,OUT_OF_WARRANTY,2024-01-27,12,Purchased
CTRL-0690,PLAYER611,ZCT2E-D8916176,DualSense Wireless Controller,DS-STANDARD,2021-06-01,2021-06-11,OUT_OF_WARRANTY,2022-06-01,12,Purchased
CTRL-0691,PLAYER612,ZCT2E-E3523621,DualSense Wireless Controller,DS-STANDARD,2022-02-14,2022-03-03,OUT_OF_WARRANTY,2023-02-14,12,Purchased
CTRL-0692,PLAYER613,ZCT1W-Q5114220,DualSense Wireless Controller,DS-STANDARD,2022-06-18,2022-07-05,OUT_OF_WARRANTY,2023-06-18,12,Purchased
CTRL-0693,PLAYER614,ZCT2E-A3356654,DualSense Wireless Controller,DS-STANDARD,2021-05-20,2021-06-16,OUT_OF_WARRANTY,2022-05-20,12,Purchased
CTRL-0694,PLAYER615,ZCT2E-M8479960,DualSense Wireless Controller,DS-STANDARD,2022-03-16,2022-03-21,OUT_OF_WARRANTY,2023-03-16,12,Purchased
CTRL-0695,PLAYER616,ZCT2E-Q4819874,DualSense Wireless Controller,DS-STANDARD,2022-11-14,2022-11-20,OUT_OF_WARRANTY,2023-11-14,12,Purchased
CTRL-0696,PLAYER617,ZCT2E-J1388196,DualSense Wireless Controller,DS-STANDARD,2023-04-22,2023-05-05,OUT_OF_WARRANTY,2024-04-21,12,Purchased
CTRL-0697,PLAYER618,ZCT2E-R1805827,DualSense Wireless Controller,DS-STANDARD,2021-05-04,2021-06-02,OUT_OF_WARRANTY,2022-05-04,12,Purchased
CTRL-0698,PLAYER619,ZCT2E-A8335114,DualSense Wireless Controller,DS-STANDARD,2023-10-30,2023-11-26,IN_WARRANTY,2024-10-29,12,Purchased
CTRL-0699,PLAYER620,ZCT2E-T9254549,DualSense Wireless Controller,DS-STANDARD,2022-11-15,2022-12-05,OUT_OF_WARRANTY,2023-11-15,12,Purchased
CTRL-0700,PLAYER620,ZCT1W-C2545911,DualSense Wireless Controller,DS-STANDARD,2021-08-19,2021-09-05,OUT_OF_WARRANTY,2022-08-19,12,Purchased
CTRL-0701,PLAYER621,ZCT1W-S2471869,DualSense Wireless Controller,DS-STANDARD,2023-08-18,2023-09-06,IN_WARRANTY,2024-08-17,12,Purchased
CTRL-0702,PLAYER621,ZCT1W-C8230086,DualSense Wireless Controller,DS-STANDARD,2023-08-12,2023-08-26,IN_WARRANTY,2024-08-11,12,Purchased
CTRL-0703,PLAYER622,ZCT1W-W6543686,DualSense Limited Edition Controller,DS-LIMITED,2022-11-27,2022-12-11,OUT_OF_WARRANTY,2023-11-27,12,Purchased
CTRL-0704,PLAYER623,ZCT2E-A7735482,DualSense Wireless Controller,DS-STANDARD,2021-01-14,2021-02-02,OUT_OF_WARRANTY,2022-01-14,12,Purchased
CTRL-0705,PLAYER624,ZCT2E-A1143242,DualSense Wireless Controller,DS-STANDARD,2023-05-25,2023-05-29,OUT_OF_WARRANTY,2024-05-24,12,Purchased
CTRL-0706,PLAYER625,ZCT2E-H6479762,DualSense Wireless Controller,DS-STANDARD,2022-02-15,2022-03-11,OUT_OF_WARRANTY,2023-02-15,12,Purchased
CTRL-0707,PLAYER626,ZCT2E-U3560283,DualSense Wireless Controller,DS-STANDARD,2021-10-31,2021-11-06,OUT_OF_WARRANTY,2022-10-31,12,Purchased
CTRL-0708,PLAYER626,ZCT2E-F2692762,DualSense Limited Edition Controller,DS-LIMITED,2021-03-22,2021-04-15,OUT_OF_WARRANTY,2022-03-22,12,Purchased
CTRL-0709,PLAYER627,ZCT1W-T6847188,DualSense Wireless Controller,DS-STANDARD,2022-11-02,2022-11-29,OUT_OF_WARRANTY,2023-11-02,12,Purchased
CTRL-0710,PLAYER628,ZCT2E-H4503204,DualSense Wireless Controller,DS-STANDARD,2021-12-01,2021-12-14,OUT_OF_WARRANTY,2022-12-01,12,Purchased
CTRL-0711,PLAYER629,ZCT2E-H4644612,DualSense Wireless Controller,DS-STANDARD,2021-02-25,2021-03-01,OUT_OF_WARRANTY,2022-02-25,12,Purchased
CTRL-0712,PLAYER630,ZCT2E-D7293367,DualSense Edge Wireless Controller,DS-EDGE,2021-02-22,2021-03-08,OUT_OF_WARRANTY,2022-02-22,12,Purchased
CTRL-0713,PLAYER631,ZCT1W-N1825678,DualSense Wireless Controller,DS-STANDARD,2023-03-29,2023-04-04,OUT_OF_WARRANTY,2024-03-28,12,Purchased
CTRL-0714,PLAYER632,ZCT1W-N3091268,DualSense Edge Wireless Controller,DS-EDGE,2021-07-10,2021-07-15,OUT_OF_WARRANTY,2022-07-10,12,Purchased
CTRL-0715,PLAYER632,ZCT1W-F4517141,DualSense Edge Wireless Controller,DS-EDGE,2023-09-29,2023-10-22,IN_WARRANTY,2024-09-28,12,Purchased
CTRL-0716,PLAYER633,ZCT2E-L7964689,DualSense Wireless Controller,DS-STANDARD,2021-07-05,2021-07-30,OUT_OF_WARRANTY,2022-07-05,12,Purchased
CTRL-0717,PLAYER634,ZCT2E-R5282963,DualSense Wireless Controller,DS-STANDARD,2023-07-25,2023-07-25,IN_WARRANTY,2024-07-24,12,Purchased
CTRL-0718,PLAYER635,ZCT1W-N8046664,DualSense Wireless Controller,DS-STANDARD,2021-07-24,2021-08-04,OUT_OF_WARRANTY,2022-07-24,12,Purchased
CTRL-0719,PLAYER636,ZCT2E-K2095646,DualSense Wireless Controller,DS-STANDARD,2022-09-08,2022-09-15,OUT_OF_WARRANTY,2023-09-08,12,Purchased
CTRL-0720,PLAYER637,ZCT1W-W7537849,DualSense Edge Wireless Controller,DS-EDGE,2023-08-24,2023-08-24,IN_WARRANTY,2024-08-23,12,Purchased
CTRL-0721,PLAYER638,ZCT2E-W6423586,DualSense Limited Edition Controller,DS-LIMITED,2022-05-25,2022-05-30,OUT_OF_WARRANTY,2023-05-25,12,Purchased
CTRL-0722,PLAYER638,ZCT1W-E9701033,DualSense Wireless Controller,DS-STANDARD,2023-08-21,2023-09-14,IN_WARRANTY,2024-08-20,12,Purchased
CTRL-0723,PLAYER639,ZCT1W-B4520289,DualSense Wireless Controller,DS-STANDARD,2022-08-24,2022-09-04,OUT_OF_WARRANTY,2023-08-24,12,Purchased
CTRL-0724,PLAYER640,ZCT2E-F8033665,DualSense Wireless Controller,DS-STANDARD,2023-11-29,2023-12-29,IN_WARRANTY,2024-11-28,12,Purchased
CTRL-0725,PLAYER641,ZCT1W-X4046988,DualSense Wireless Controller,DS-STANDARD,2021-08-13,2021-09-07,OUT_OF_WARRANTY,2022-08-13,12,Purchased
CTRL-0726,PLAYER642,ZCT1W-A9347594,DualSense Wireless Controller,DS-STANDARD,2023-04-07,2023-04-27,OUT_OF_WARRANTY,2024-04-06,12,Purchased
CTRL-0727,PLAYER643,ZCT2E-J6386706,DualSense Limited Edition Controller,DS-LIMITED,2021-02-22,2021-03-04,OUT_OF_WARRANTY,2022-02-22,12,Purchased
CTRL-0728,PLAYER644,ZCT1W-R1574162,DualSense Wireless Controller,DS-STANDARD,2021-10-23,2021-11-21,OUT_OF_WARRANTY,2022-10-23,12,Purchased
CTRL-0729,PLAYER645,ZCT2E-B7325627,DualSense Edge Wireless Controller,DS-EDGE,2023-12-12,2023-12-17,IN_WARRANTY,2024-12-11,12,Purchased
CTRL-0730,PLAYER646,ZCT1W-D1250625,DualSense Edge Wireless Controller,DS-EDGE,2022-12-16,2023-01-13,OUT_OF_WARRANTY,2023-12-16,12,Purchased
CTRL-0731,PLAYER647,ZCT1W-C8044465,DualSense Wireless Controller,DS-STANDARD,2021-08-19,2021-09-18,OUT_OF_WARRANTY,2022-08-19,12,Purchased
CTRL-0732,PLAYER648,ZCT2E-Q7963833,DualSense Wireless Controller,DS-STANDARD,2024-01-05,2024-01-19,IN_WARRANTY,2025-01-04,12,Purchased
CTRL-0733,PLAYER649,ZCT1W-V1012106,DualSense Wireless Controller,DS-STANDARD,2023-08-20,2023-09-17,IN_WARRANTY,2024-08-19,12,Purchased
CTRL-0734,PLAYER650,ZCT2E-E6416968,DualSense Wireless Controller,DS-STANDARD,2023-01-19,2023-02-18,OUT_OF_WARRANTY,2024-01-19,12,Purchased
CTRL-0735,PLAYER651,ZCT1W-R9267840,DualSense Wireless Controller,DS-STANDARD,2022-02-06,2022-02-10,OUT_OF_WARRANTY,2023-02-06,12,Purchased
CTRL-0736,PLAYER652,ZCT1W-S3177810,DualSense Wireless Controller,DS-STANDARD,2021-10-20,2021-10-27,OUT_OF_WARRANTY,2022-10-20,12,Purchased
CTRL-0737,PLAYER653,ZCT1W-D7775286,DualSense Wireless Controller,DS-STANDARD,2021-08-04,2021-08-11,OUT_OF_WARRANTY,2022-08-04,12,Purchased
CTRL-0738,PLAYER653,ZCT1W-J4097522,DualSense Wireless Controller,DS-STANDARD,2022-09-09,2022-09-19,OUT_OF_WARRANTY,2023-09-09,12,Purchased
CTRL-0739,PLAYER654,ZCT2E-X9722758,DualSense Edge Wireless Controller,DS-EDGE,2023-11-25,2023-12-13,IN_WARRANTY,2024-11-24,12,Purchased
CTRL-0740,PLAYER655,ZCT2E-E6501987,DualSense Wireless Controller,DS-STANDARD,2021-10-25,2021-11-12,OUT_OF_WARRANTY,2022-10-25,12,Purchased
CTRL-0741,PLAYER656,ZCT1W-N1805615,DualSense Wireless Controller,DS-STANDARD,2022-01-09,2022-01-09,OUT_OF_WARRANTY,2023-01-09,12,Purchased
CTRL-0742,PLAYER657,ZCT1W-W1572338,DualSense Wireless Controller,DS-STANDARD,2022-05-03,2022-05-08,OUT_OF_WARRANTY,2023-05-03,12,Purchased
CTRL-0743,PLAYER658,ZCT2E-L1196503,DualSense Wireless Controller,DS-STANDARD,2023-09-18,2023-10-15,IN_WARRANTY,2024-09-17,12,Purchased
CTRL-0744,PLAYER658,ZCT2E-G7805792,DualSense Wireless Controller,DS-STANDARD,2022-03-16,2022-03-30,OUT_OF_WARRANTY,2023-03-16,12,Purchased
CTRL-0745,PLAYER659,ZCT2E-T8379676,DualSense Wireless Controller,DS-STANDARD,2022-07-27,2022-08-16,OUT_OF_WARRANTY,2023-07-27,12,Purchased
CTRL-0746,PLAYER660,ZCT2E-L4125920,DualSense Wireless Controller,DS-STANDARD,2023-09-26,2023-10-20,IN_WARRANTY,2024-09-25,12,Purchased
CTRL-0747,PLAYER661,ZCT2E-X2619058,DualSense Wireless Controller,DS-STANDARD,2022-12-03,2022-12-27,OUT_OF_WARRANTY,2023-12-03,12,Purchased
CTRL-0748,PLAYER662,ZCT2E-C7130767,DualSense Wireless Controller,DS-STANDARD,2021-02-22,2021-03-24,OUT_OF_WARRANTY,2022-02-22,12,Purchased
CTRL-0749,PLAYER662,ZCT1W-D4810526,DualSense Wireless Controller,DS-STANDARD,2021-08-16,2021-08-19,OUT_OF_WARRANTY,2022-08-16,12,Purchased
CTRL-0750,PLAYER663,ZCT2E-E6832167,DualSense Wireless Controller,DS-STANDARD,2023-06-13,2023-06-30,IN_WARRANTY,2024-06-12,12,Purchased
CTRL-0751,PLAYER664,ZCT1W-S4063727,DualSense Wireless Controller,DS-STANDARD,2023-11-13,2023-11-19,IN_WARRANTY,2024-11-12,12,Purchased
CTRL-0752,PLAYER664,ZCT1W-X4722144,DualSense Wireless Controller,DS-STANDARD,2022-02-11,2022-03-06,OUT_OF_WARRANTY,2023-02-11,12,Purchased
CTRL-0753,PLAYER665,ZCT2E-S3546298,DualSense Wireless Controller,DS-STANDARD,2023-12-23,2024-01-08,IN_WARRANTY,2024-12-22,12,Purchased
CTRL-0754,PLAYER666,ZCT1W-T7084360,DualSense Wireless Controller,DS-STANDARD,2023-12-24,2023-12-29,IN_WARRANTY,2024-12-23,12,Purchased
CTRL-0755,PLAYER667,ZCT2E-F2680038,DualSense Wireless Controller,DS-STANDARD,2022-04-09,2022-05-05,OUT_OF_WARRANTY,2023-04-09,12,Purchased
CTRL-0756,PLAYER668,ZCT1W-T8113803,DualSense Edge Wireless Controller,DS-EDGE,2022-02-19,2022-02-27,OUT_OF_WARRANTY,2023-02-19,12,Purchased
CTRL-0757,PLAYER669,ZCT1W-N5974384,DualSense Wireless Controller,DS-STANDARD,2023-12-05,2023-12-18,IN_WARRANTY,2024-12-04,12,Purchased
CTRL-0758,PLAYER670,ZCT2E-Q6400942,DualSense Wireless Controller,DS-STANDARD,2022-09-07,2022-09-07,OUT_OF_WARRANTY,2023-09-07,12,Purchased
CTRL-0759,PLAYER671,ZCT1W-J6227870,DualSense Wireless Controller,DS-STANDARD,2021-05-17,2021-05-18,OUT_OF_WARRANTY,2022-05-17,12,Purchased
CTRL-0760,PLAYER672,ZCT2E-E3412422,DualSense Wireless Controller,DS-STANDARD,2021-11-25,2021-12-19,OUT_OF_WARRANTY,2022-11-25,12,Purchased
CTRL-0761,PLAYER673,ZCT1W-N3675009,DualSense Wireless Controller,DS-STANDARD,2023-03-12,2023-03-30,OUT_OF_WARRANTY,2024-03-11,12,Purchased
CTRL-0762,PLAYER674,ZCT1W-H6878859,DualSense Edge Wireless Controller,DS-EDGE,2021-05-25,2021-06-01,OUT_OF_WARRANTY,2022-05-25,12,Purchased
CTRL-0763,PLAYER674,ZCT2E-E7735054,DualSense Edge Wireless Controller,DS-EDGE,2021-11-07,2021-11-13,OUT_OF_WARRANTY,2022-11-07,12,Purchased
CTRL-0764,PLAYER675,ZCT2E-E5621624,DualSense Wireless Controller,DS-STANDARD,2021-01-23,2021-02-12,OUT_OF_WARRANTY,2022-01-23,12,Purchased
CTRL-0765,PLAYER676,ZCT1W-S6220408,DualSense Wireless Controller,DS-STANDARD,2023-08-23,2023-08-30,IN_WARRANTY,2024-08-22,12,Purchased
CTRL-0766,PLAYER677,ZCT2E-K3094878,DualSense Wireless Controller,DS-STANDARD,2023-07-20,2023-07-24,IN_WARRANTY,2024-07-19,12,Purchased
CTRL-0767,PLAYER678,ZCT1W-L5565127,DualSense Wireless Controller,DS-STANDARD,2021-03-25,2021-04-06,OUT_OF_WARRANTY,2022-03-25,12,Purchased
CTRL-0768,PLAYER679,ZCT2E-D8827002,DualSense Wireless Controller,DS-STANDARD,2021-12-11,2022-01-08,OUT_OF_WARRANTY,2022-12-11,12,Purchased
CTRL-0769,PLAYER679,ZCT2E-K4768723,DualSense Wireless Controller,DS-STANDARD,2021-07-01,2021-07-24,OUT_OF_WARRANTY,2022-07-01,12,Purchased
CTRL-0770,PLAYER680,ZCT2E-H9296866,DualSense Wireless Controller,DS-STANDARD,2023-06-05,2023-06-18,OUT_OF_WARRANTY,2024-06-04,12,Purchased
CTRL-0771,PLAYER680,ZCT1W-W2764796,DualSense Wireless Controller,DS-STANDARD,2022-07-28,2022-08-23,OUT_OF_WARRANTY,2023-07-28,12,Purchased
CTRL-0772,PLAYER681,ZCT2E-J9519865,DualSense Edge Wireless Controller,DS-EDGE,2022-11-05,2022-11-18,OUT_OF_WARRANTY,2023-11-05,12,Purchased
CTRL-0773,PLAYER681,ZCT2E-M2394075,DualSense Edge Wireless Controller,DS-EDGE,2023-09-22,2023-09-29,IN_WARRANTY,2024-09-21,12,Purchased
CTRL-0774,PLAYER682,ZCT2E-H8277403,DualSense Wireless Controller,DS-STANDARD,2021-08-01,2021-08-25,OUT_OF_WARRANTY,2022-08-01,12,Purchased
