External_Entitlement_ID__c,Player_ID__c,Entitlement_Type__c,Eligible_Product_ProductCode,Promotional_Price__c,Entitlement_Source__c,Valid_From__c,Valid_To__c,Is_Active__c
ENT-000864,PLAYER369,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000865,PLAYER550,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000866,PLAYER481,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000867,PLAYER518,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000868,PLAYER185,DISCOUNTED_UPGRADE,DS-EDGE,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000869,PLAYER801,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000870,PLAYER352,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000871,PLAYER261,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000872,PLAYER643,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000873,PLAYER788,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000874,PLAYER087,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000875,PLAYER123,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000876,PLAYER355,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000877,PLAYER629,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000878,PLAYER876,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000879,PLAYER037,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000880,PLAYER107,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000881,PLAYER633,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000882,PLAYER326,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000883,PLAYER180,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000884,PLAYER767,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000885,PLAYER571,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000886,PLAYER878,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000887,PLAYER181,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000888,PLAYER901,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000889,PLAYER931,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000890,PLAYER553,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000891,PLAYER310,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000892,PLAYER861,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000893,PLAYER476,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000894,PLAYER629,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000895,PLAYER785,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000896,PLAYER459,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000897,PLAYER438,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000898,PLAYER759,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000899,PLAYER275,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000900,PLAYER327,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000901,PLAYER158,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000902,PLAYER358,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000903,PLAYER829,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000904,PLAYER743,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000905,PLAYER607,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000906,PLAYER947,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000907,PLAYER606,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000908,PLAYER447,DISCOUNTED_UPGRADE,DS-EDGE,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000909,PLAYER419,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000910,PLAYER783,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000911,PLAYER078,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000912,PLAYER680,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000913,PLAYER028,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000914,PLAYER348,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000915,PLAYER742,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000916,PLAYER280,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000917,PLAYER839,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000918,PLAYER973,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000919,PLAYER304,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000920,PLAYER729,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000921,PLAYER428,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000922,PLAYER107,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000923,PLAYER570,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000924,PLAYER769,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000925,PLAYER814,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000926,PLAYER654,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000927,PLAYER492,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000928,PLAYER534,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000929,PLAYER412,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000930,PLAYER122,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000931,PLAYER304,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000932,PLAYER626,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000933,PLAYER184,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000934,PLAYER707,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000935,PLAYER627,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000936,PLAYER815,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000937,PLAYER498,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000938,PLAYER458,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000939,PLAYER708,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000940,PLAYER716,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000941,PLAYER225,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-000942,PLAYER420,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000943,PLAYER003,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-000944,PLAYER959,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000945,PLAYER766,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000946,PLAYER558,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000947,PLAYER647,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000948,PLAYER251,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000949,PLAYER567,DISCOUNTED_UPGRADE,DS-EDGE,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000950,PLAYER798,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000951,PLAYER547,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000952,PLAYER956,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000953,PLAYER182,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000954,PLAYER904,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000955,PLAYER418,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000956,PLAYER117,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000957,PLAYER108,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000958,PLAYER001,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000959,PLAYER159,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-000960,PLAYER206,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000961,PLAYER690,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000962,PLAYER749,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000963,PLAYER755,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000964,PLAYER726,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000965,PLAYER395,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000966,PLAYER741,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000967,PLAYER651,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000968,PLAYER536,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000969,PLAYER789,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000970,PLAYER637,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000971,PLAYER479,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000972,PLAYER941,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000973,PLAYER430,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000974,PLAYER659,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000975,PLAYER677,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000976,PLAYER842,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000977,PLAYER378,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000978,PLAYER891,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000979,PLAYER589,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000980,PLAYER210,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000981,PLAYER334,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000982,PLAYER446,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-000983,PLAYER783,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000984,PLAYER883,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000985,PLAYER487,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000986,PLAYER605,DISCOUNTED_UPGRADE,DS-EDGE,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000987,PLAYER588,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000988,PLAYER004,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000989,PLAYER801,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000990,PLAYER469,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000991,PLAYER361,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-000992,PLAYER292,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000993,PLAYER822,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000994,PLAYER249,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000995,PLAYER409,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-000996,PLAYER828,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-000997,PLAYER547,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-000998,PLAYER011,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-000999,PLAYER335,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001000,PLAYER168,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001001,PLAYER407,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001002,PLAYER861,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001003,PLAYER533,DISCOUNTED_UPGRADE,DS-STANDARD,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001004,PLAYER899,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001005,PLAYER824,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001006,PLAYER683,DISCOUNTED_UPGRADE,DS-LIMITED,79.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001007,PLAYER610,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001008,PLAYER356,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001009,PLAYER948,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001010,PLAYER001,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001011,PLAYER400,DISCOUNTED_UPGRADE,DS-EDGE,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001012,PLAYER910,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-001013,PLAYER365,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001014,PLAYER209,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001015,PLAYER100,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001016,PLAYER681,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001017,PLAYER443,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001018,PLAYER935,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001019,PLAYER484,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001020,PLAYER116,DISCOUNTED_UPGRADE,DS-EDGE,109.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001021,PLAYER126,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001022,PLAYER237,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001023,PLAYER135,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001024,PLAYER682,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-001025,PLAYER573,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001026,PLAYER963,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-001027,PLAYER807,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-001028,PLAYER332,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-001029,PLAYER612,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001030,PLAYER955,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001031,PLAYER128,FIRMWARE_ONLY,,,WARRANTY,2024-01-01,2025-12-31,true
ENT-001032,PLAYER242,DISCOUNTED_UPGRADE,DS-LIMITED,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001033,PLAYER813,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001034,PLAYER265,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001035,PLAYER311,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001036,PLAYER229,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001037,PLAYER869,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001038,PLAYER548,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-001039,PLAYER501,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001040,PLAYER747,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001041,PLAYER719,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001042,PLAYER131,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001043,PLAYER190,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001044,PLAYER798,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001045,PLAYER994,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001046,PLAYER791,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001047,PLAYER329,FREE_REPLACEMENT,DS-STANDARD,0.00,WARRANTY,2024-01-01,2025-12-31,true
ENT-001048,PLAYER568,ACCESSORY_DISCOUNT,DS-STANDARD,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001049,PLAYER685,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001050,PLAYER730,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001051,PLAYER515,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001052,PLAYER087,FIRMWARE_ONLY,,,LOYALTY,2024-01-01,2025-12-31,true
ENT-001053,PLAYER345,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001054,PLAYER542,FREE_REPLACEMENT,DS-STANDARD,0.00,LOYALTY,2024-01-01,2025-12-31,true
ENT-001055,PLAYER372,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001056,PLAYER466,ACCESSORY_DISCOUNT,DS-LIMITED,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001057,PLAYER784,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001058,PLAYER305,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001059,PLAYER122,DISCOUNTED_UPGRADE,DS-EDGE,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001060,PLAYER267,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-001061,PLAYER209,DISCOUNTED_UPGRADE,DS-EDGE,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001062,PLAYER523,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001063,PLAYER543,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001064,PLAYER705,DISCOUNTED_UPGRADE,DS-STANDARD,79.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001065,PLAYER959,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001066,PLAYER526,FIRMWARE_ONLY,,,PROMOTION,2024-01-01,2025-12-31,true
ENT-001067,PLAYER911,DISCOUNTED_UPGRADE,DS-LIMITED,49.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001068,PLAYER814,DISCOUNTED_UPGRADE,DS-LIMITED,129.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001069,PLAYER010,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001070,PLAYER701,MODULE_REPLACEMENT,DS-EDGE-MODULE,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001071,PLAYER321,DISCOUNTED_UPGRADE,DS-STANDARD,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001072,PLAYER314,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001073,PLAYER747,DISCOUNTED_UPGRADE,DS-EDGE,49.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001074,PLAYER525,DISCOUNTED_UPGRADE,DS-STANDARD,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001075,PLAYER703,DISCOUNTED_UPGRADE,DS-EDGE,109.99,WARRANTY,2024-01-01,2025-12-31,true
ENT-001076,PLAYER509,DISCOUNTED_UPGRADE,DS-EDGE,129.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001077,PLAYER388,FREE_REPLACEMENT,DS-STANDARD,0.00,PROMOTION,2024-01-01,2025-12-31,true
ENT-001078,PLAYER829,ACCESSORY_DISCOUNT,DS-STANDARD,59.99,LOYALTY,2024-01-01,2025-12-31,true
ENT-001079,PLAYER215,ACCESSORY_DISCOUNT,DS-LIMITED,39.99,PROMOTION,2024-01-01,2025-12-31,true
ENT-001080,PLAYER620,DISCOUNTED_UPGRADE,DS-EDGE,129.99,WARRANTY,2024-01-01,2025-12-31,true
